"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Group"
"16","GO:0031663","lipopolysaccharide-mediated signaling pathway","4/21","72/21273",0.0555555555555556,56.2777777777778,14.7690498629534,6.9105430449509e-07,5.63209258163498e-05,3.09155873063593e-05,"ENSG00000142208/ENSG00000101336/ENSG00000104312/ENSG00000154589",4,"C1"
"17","GO:0032612","interleukin-1 production","5/21","185/21273",0.027027027027027,27.3783783783784,11.3273981847585,8.56392939485665e-07,6.20409107271837e-05,3.40553917456288e-05,"ENSG00000173039/ENSG00000101916/ENSG00000154451/ENSG00000104312/ENSG00000156515",5,"C1"
"18","GO:0032652","regulation of interleukin-1 production","5/21","185/21273",0.027027027027027,27.3783783783784,11.3273981847585,8.56392939485665e-07,6.20409107271837e-05,3.40553917456288e-05,"ENSG00000173039/ENSG00000101916/ENSG00000154451/ENSG00000104312/ENSG00000156515",5,"C1"
"19","GO:0140895","cell surface toll-like receptor signaling pathway","4/21","77/21273",0.051948051948052,52.6233766233766,14.2652281166845,9.06110908374255e-07,6.21878223431594e-05,3.41360342213016e-05,"ENSG00000173039/ENSG00000198961/ENSG00000104312/ENSG00000154589",4,"C1"
"20","GO:0002752","cell surface pattern recognition receptor signaling pathway","4/21","86/21273",0.0465116279069767,47.1162790697674,13.4704671417233,1.41369703067025e-06,9.21730463997002e-05,5.05954726766194e-05,"ENSG00000173039/ENSG00000198961/ENSG00000104312/ENSG00000154589",4,"C1"
"21","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","5/21","240/21273",0.0208333333333333,21.1041666666667,9.84589028039359,3.07808777880268e-06,0.000191134593502795,0.000104917277673475,"ENSG00000173039/ENSG00000101916/ENSG00000142208/ENSG00000154451/ENSG00000104312",5,"C1"
"22","GO:0002220","innate immune response activating cell surface receptor signaling pathway","4/21","117/21273",0.0341880341880342,34.6324786324786,11.4669767660611,4.83845221591302e-06,0.000286788258615936,0.000157423325685208,"ENSG00000173039/ENSG00000198961/ENSG00000104312/ENSG00000154589",4,"C1"
"23","GO:0045730","respiratory burst","3/21","42/21273",0.0714285714285714,72.3571428571429,14.5509309056516,9.28468604978344e-06,0.000526401330822505,0.000288951327865114,"ENSG00000105851/ENSG00000107798/ENSG00000101336",3,"C1"
"24","GO:0072595","maintenance of protein localization in organelle","3/21","45/21273",0.0666666666666667,67.5333333333333,14.0444554732941,1.14546202550503e-05,0.000622367700524399,0.000341629025150623,"ENSG00000086598/ENSG00000142208/ENSG00000156515",3,"C1"
"25","GO:0032728","positive regulation of interferon-beta production","3/21","51/21273",0.0588235294117647,59.5882352941176,13.1678920001516,1.67467015292944e-05,0.000873507951767998,0.000479484506944009,"ENSG00000101916/ENSG00000164104/ENSG00000104312",3,"C1"
"26","GO:0032507","maintenance of protein location in cell","3/21","59/21273",0.0508474576271186,51.5084745762712,12.2121711423528,2.60101338915269e-05,0.00130450825363658,0.000716068463410456,"ENSG00000086598/ENSG00000142208/ENSG00000156515",3,"C1"
"27","GO:0045185","maintenance of protein location","3/21","67/21273",0.0447761194029851,45.3582089552239,11.4313081255389,3.8134198548654e-05,0.0017521849573984,0.000961806402188336,"ENSG00000086598/ENSG00000142208/ENSG00000156515",3,"C1"
"28","GO:0051090","regulation of DNA-binding transcription factor activity","5/21","407/21273",0.0122850122850123,12.4447174447174,7.32818768988703,3.95272398771162e-05,0.0017521849573984,0.000961806402188336,"ENSG00000173039/ENSG00000142208/ENSG00000101336/ENSG00000115607/ENSG00000104312",5,"C1"
"29","GO:0035655","interleukin-18-mediated signaling pathway","2/21","10/21273",0.2,202.6,20.0443586130404,4.15676491752797e-05,0.0017521849573984,0.000961806402188336,"ENSG00000142208/ENSG00000115607",2,"C1"
"30","GO:0071351","cellular response to interleukin-18","2/21","10/21273",0.2,202.6,20.0443586130404,4.15676491752797e-05,0.0017521849573984,0.000961806402188336,"ENSG00000142208/ENSG00000115607",2,"C1"
"31","GO:0034142","toll-like receptor 4 signaling pathway","3/21","69/21273",0.0434782608695652,44.0434782608696,11.2573692650295,4.16547037418331e-05,0.0017521849573984,0.000961806402188336,"ENSG00000173039/ENSG00000104312/ENSG00000154589",3,"C1"
"32","GO:0050852","T cell receptor signaling pathway","4/21","204/21273",0.0196078431372549,19.8627450980392,8.50965442785076,4.32434662037644e-05,0.0017621712478034,0.000967288059821045,"ENSG00000130775/ENSG00000173039/ENSG00000107798/ENSG00000104312",4,"C1"
"33","GO:0070391","response to lipoteichoic acid","2/21","11/21273",0.181818181818182,184.181818181818,19.1025153308218,5.0774660248487e-05,0.00186086653365867,0.00102146370914425,"ENSG00000173039/ENSG00000104312",2,"C1"
"34","GO:0071223","cellular response to lipoteichoic acid","2/21","11/21273",0.181818181818182,184.181818181818,19.1025153308218,5.0774660248487e-05,0.00186086653365867,0.00102146370914425,"ENSG00000173039/ENSG00000104312",2,"C1"
"35","GO:0032608","interferon-beta production","3/21","74/21273",0.0405405405405405,41.0675675675676,10.8533811861448,5.13736159599019e-05,0.00186086653365867,0.00102146370914425,"ENSG00000101916/ENSG00000164104/ENSG00000104312",3,"C1"
"36","GO:0032648","regulation of interferon-beta production","3/21","74/21273",0.0405405405405405,41.0675675675676,10.8533811861448,5.13736159599019e-05,0.00186086653365867,0.00102146370914425,"ENSG00000101916/ENSG00000164104/ENSG00000104312",3,"C1"
"37","GO:0022605","mammalian oogenesis stage","2/21","13/21273",0.153846153846154,155.846153846154,17.5551431243634,7.19219978082053e-05,0.00246806013531315,0.00135476339361716,"ENSG00000142208/ENSG00000163661",2,"C1"
"38","GO:0032494","response to peptidoglycan","2/21","13/21273",0.153846153846154,155.846153846154,17.5551431243634,7.19219978082053e-05,0.00246806013531315,0.00135476339361716,"ENSG00000173039/ENSG00000104312",2,"C1"
"39","GO:0030522","intracellular receptor signaling pathway","5/21","467/21273",0.0107066381156317,10.8458244111349,6.76285592676336,7.59267467770894e-05,0.00253867891788012,0.00139352733625967,"ENSG00000173039/ENSG00000101916/ENSG00000142208/ENSG00000154451/ENSG00000104312",5,"C1"
"40","GO:0051091","positive regulation of DNA-binding transcription factor activity","4/21","251/21273",0.0159362549800797,16.1434262948207,7.58643775519464,9.66987919380191e-05,0.0030023933111711,0.00164806865643877,"ENSG00000173039/ENSG00000142208/ENSG00000115607/ENSG00000104312",4,"C1"
"41","GO:0003376","sphingosine-1-phosphate receptor signaling pathway","2/21","15/21273",0.133333333333333,135.066666666667,16.3274794423488,9.6702852046922e-05,0.0030023933111711,0.00164806865643877,"ENSG00000105851/ENSG00000142208",2,"C1"
"42","GO:1900044","regulation of protein K63-linked ubiquitination","2/21","15/21273",0.133333333333333,135.066666666667,16.3274794423488,9.6702852046922e-05,0.0030023933111711,0.00164806865643877,"ENSG00000104312/ENSG00000137055",2,"C1"
"43","GO:0002224","toll-like receptor signaling pathway","3/21","93/21273",0.032258064516129,32.6774193548387,9.62370265892549,0.000101608133250191,0.00308132571530811,0.00169139609816719,"ENSG00000173039/ENSG00000101916/ENSG00000154589",3,"C1"
"44","GO:0032481","positive regulation of type I interferon production","3/21","96/21273",0.03125,31.65625,9.46316327108397,0.000111663745690477,0.00330930737228142,0.00181653940357714,"ENSG00000101916/ENSG00000164104/ENSG00000104312",3,"C1"
"45","GO:0032615","interleukin-12 production","3/21","98/21273",0.0306122448979592,31.0102040816327,9.36017962486722,0.000118715478678569,0.00336532574340986,0.00184728891307613,"ENSG00000173039/ENSG00000101916/ENSG00000104312",3,"C1"
"46","GO:0032655","regulation of interleukin-12 production","3/21","98/21273",0.0306122448979592,31.0102040816327,9.36017962486722,0.000118715478678569,0.00336532574340986,0.00184728891307613,"ENSG00000173039/ENSG00000101916/ENSG00000104312",3,"C1"
"47","GO:0050851","antigen receptor-mediated signaling pathway","4/21","270/21273",0.0148148148148148,15.0074074074074,7.28136634560816,0.000128122241471809,0.00348065422665082,0.00191059482896558,"ENSG00000130775/ENSG00000173039/ENSG00000107798/ENSG00000104312",4,"C1"
"48","GO:1903320","regulation of protein modification by small protein conjugation or removal","4/21","270/21273",0.0148148148148148,15.0074074074074,7.28136634560816,0.000128122241471809,0.00348065422665082,0.00191059482896558,"ENSG00000173039/ENSG00000142208/ENSG00000104312/ENSG00000137055",4,"C1"
"49","GO:1901873","regulation of post-translational protein modification","4/21","275/21273",0.0145454545454545,14.7345454545455,7.20618783442991,0.000137494058864436,0.0035964429252243,0.00197415336547669,"ENSG00000173039/ENSG00000142208/ENSG00000104312/ENSG00000137055",4,"C1"
"50","GO:0034134","toll-like receptor 2 signaling pathway","2/21","18/21273",0.111111111111111,112.555555555556,14.8836965558475,0.000140658427290214,0.0035964429252243,0.00197415336547669,"ENSG00000198961/ENSG00000104312",2,"C1"
"51","GO:0090520","sphingolipid mediated signaling pathway","2/21","18/21273",0.111111111111111,112.555555555556,14.8836965558475,0.000140658427290214,0.0035964429252243,0.00197415336547669,"ENSG00000105851/ENSG00000142208",2,"C1"
"52","GO:0051346","negative regulation of hydrolase activity","3/21","107/21273",0.0280373831775701,28.4018691588785,8.93236759070227,0.000154041219769935,0.00386287981884606,0.00212040545432299,"ENSG00000086598/ENSG00000142208/ENSG00000163661",3,"C1"
"53","GO:0050862","positive regulation of T cell receptor signaling pathway","2/21","19/21273",0.105263157894737,106.631578947368,14.4798525628848,0.000157112921654676,0.00386557075165467,0.00212188255660734,"ENSG00000173039/ENSG00000107798",2,"C1"
"54","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","3/21","109/21273",0.0275229357798165,27.8807339449541,8.84442087321891,0.000162719978582365,0.00392938614947044,0.00215691199680328,"ENSG00000173039/ENSG00000142208/ENSG00000137055",3,"C1"
"55","GO:0045472","response to ether","2/21","20/21273",0.1,101.3,14.106514371511,0.000174466027916393,0.00413643091641776,0.00227056265996454,"ENSG00000107798/ENSG00000142208",2,"C1"
"56","GO:1901874","negative regulation of post-translational protein modification","3/21","113/21273",0.0265486725663717,26.8938053097345,8.67543328319695,0.000181018929659105,0.00421515507634772,0.00231377579263517,"ENSG00000173039/ENSG00000142208/ENSG00000137055",3,"C1"
"57","GO:0032495","response to muramyl dipeptide","2/21","21/21273",0.0952380952380952,96.4761904761905,13.7600094410979,0.000192716125530416,0.00433279013261488,0.00237834782868753,"ENSG00000173039/ENSG00000104312",2,"C1"
"58","GO:0060716","labyrinthine layer blood vessel development","2/21","21/21273",0.0952380952380952,96.4761904761905,13.7600094410979,0.000192716125530416,0.00433279013261488,0.00237834782868753,"ENSG00000086598/ENSG00000142208",2,"C1"
"59","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","3/21","119/21273",0.0252100840336134,25.5378151260504,8.43775724727904,0.000210894851718655,0.00460445868675886,0.00252747167177593,"ENSG00000173039/ENSG00000164104/ENSG00000142208",3,"C1"
"60","GO:0140354","lipid import into cell","2/21","22/21273",0.0909090909090909,92.0909090909091,13.4372561806693,0.000211861596016512,0.00460445868675886,0.00252747167177593,"ENSG00000107798/ENSG00000142208",2,"C1"
"61","GO:0045063","T-helper 1 cell differentiation","2/21","24/21273",0.0833333333333333,84.4166666666667,12.852958637828,0.000252832191994313,0.00540480620263253,0.00296679707603336,"ENSG00000104312/ENSG00000196189",2,"C1"
"62","GO:0002526","acute inflammatory response","3/21","128/21273",0.0234375,23.7421875,8.11236124774512,0.000261429983467401,0.00549846287808856,0.00301820693986133,"ENSG00000105851/ENSG00000107798/ENSG00000112299",3,"C1"
"63","GO:0036499","PERK-mediated unfolded protein response","2/21","25/21273",0.08,81.04,12.5872819801522,0.00027465409082928,0.00568490372129176,0.00312054773206199,"ENSG00000086598/ENSG00000142208",2,"C1"
"64","GO:0032755","positive regulation of interleukin-6 production","3/21","134/21273",0.0223880597014925,22.6791044776119,7.91344200810006,0.000299121948262869,0.00609460969585595,0.00334544284241366,"ENSG00000173039/ENSG00000101916/ENSG00000104312",3,"C1"
"65","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","2/21","27/21273",0.0740740740740741,75.037037037037,12.1005811740924,0.00032096303897208,0.00643901235107066,0.00353449176519862,"ENSG00000173039/ENSG00000104312",2,"C1"
"66","GO:0032727","positive regulation of interferon-alpha production","2/21","28/21273",0.0714285714285714,72.3571428571429,11.8768700971163,0.000345446873952014,0.00682519278232464,0.00374647327412072,"ENSG00000101916/ENSG00000104312",2,"C1"
"67","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","2/21","29/21273",0.0689655172413793,69.8620689655172,11.664733617786,0.000370814810069363,0.00721705242284254,0.00396157220498299,"ENSG00000173039/ENSG00000107798",2,"C1"
"68","GO:1902914","regulation of protein polyubiquitination","2/21","30/21273",0.0666666666666667,67.5333333333333,11.4632005616722,0.000397065245282386,0.0076143099977681,0.00417963416086722,"ENSG00000104312/ENSG00000137055",2,"C1"
"69","GO:0051092","positive regulation of NF-kappaB transcription factor activity","3/21","150/21273",0.02,20.26,7.4411150383555,0.000416340625489758,0.00786823442954557,0.00431901793032854,"ENSG00000173039/ENSG00000115607/ENSG00000104312",3,"C1"
"70","GO:0051336","regulation of hydrolase activity","4/21","372/21273",0.010752688172043,10.8924731182796,6.0507153439045,0.000435080223760307,0.00807220342950641,0.00443098024867966,"ENSG00000086598/ENSG00000142208/ENSG00000137055/ENSG00000163661",4,"C1"
"71","GO:0030217","T cell differentiation","4/21","373/21273",0.0107238605898123,10.8632707774799,6.04110153005258,0.000439514143784475,0.00807220342950641,0.00443098024867966,"ENSG00000107798/ENSG00000112299/ENSG00000104312/ENSG00000196189",4,"C1"
"72","GO:0060674","placenta blood vessel development","2/21","34/21273",0.0588235294117647,59.5882352941176,10.7472350919179,0.00051086000778326,0.00925224236318571,0.00507872522357627,"ENSG00000086598/ENSG00000142208",2,"C1"
"73","GO:0032479","regulation of type I interferon production","3/21","164/21273",0.0182926829268293,18.530487804878,7.08428461628038,0.000540255336769861,0.00941486225420922,0.00516799025901055,"ENSG00000101916/ENSG00000164104/ENSG00000104312",3,"C1"
"74","GO:0032606","type I interferon production","3/21","164/21273",0.0182926829268293,18.530487804878,7.08428461628038,0.000540255336769861,0.00941486225420922,0.00516799025901055,"ENSG00000101916/ENSG00000164104/ENSG00000104312",3,"C1"
"75","GO:0050995","negative regulation of lipid catabolic process","2/21","35/21273",0.0571428571428571,57.8857142857143,10.5875222379781,0.000541498979344855,0.00941486225420922,0.00516799025901055,"ENSG00000105851/ENSG00000142208",2,"C1"
"76","GO:0072523","purine-containing compound catabolic process","3/21","170/21273",0.0176470588235294,17.8764705882353,6.94461052185851,0.000599852724717938,0.0099928346516139,0.00548524988948777,"ENSG00000107798/ENSG00000112299/ENSG00000156515",3,"C1"
"77","GO:0001893","maternal placenta development","2/21","37/21273",0.0540540540540541,54.7567567567568,10.2875383849419,0.000605394123832437,0.0099928346516139,0.00548524988948777,"ENSG00000086598/ENSG00000142208",2,"C1"
"78","GO:0032607","interferon-alpha production","2/21","37/21273",0.0540540540540541,54.7567567567568,10.2875383849419,0.000605394123832437,0.0099928346516139,0.00548524988948777,"ENSG00000101916/ENSG00000104312",2,"C1"
"79","GO:0032647","regulation of interferon-alpha production","2/21","37/21273",0.0540540540540541,54.7567567567568,10.2875383849419,0.000605394123832437,0.0099928346516139,0.00548524988948777,"ENSG00000101916/ENSG00000104312",2,"C1"
"80","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","2/21","38/21273",0.0526315789473684,53.3157894736842,10.1464087740655,0.000638647123242066,0.0104099481088457,0.00571421110269217,"ENSG00000173039/ENSG00000104312",2,"C1"
"81","GO:1903039","positive regulation of leukocyte cell-cell adhesion","4/21","438/21273",0.0091324200913242,9.25114155251141,5.48489409579883,0.000803412860426341,0.0129339551851352,0.00709968479649008,"ENSG00000173039/ENSG00000112299/ENSG00000142208/ENSG00000104312",4,"C1"
"82","GO:0006979","response to oxidative stress","4/21","453/21273",0.00883002207505519,8.94481236203091,5.37286945941461,0.000910847873148646,0.0144517034103451,0.00793280458430311,"ENSG00000173039/ENSG00000112299/ENSG00000142208/ENSG00000115607",4,"C1"
"83","GO:2001236","regulation of extrinsic apoptotic signaling pathway","3/21","197/21273",0.0152284263959391,15.4263959390863,6.39456154269034,0.000919855355106324,0.0144517034103451,0.00793280458430311,"ENSG00000173039/ENSG00000164104/ENSG00000142208",3,"C1"
"84","GO:1901292","nucleoside phosphate catabolic process","3/21","199/21273",0.0150753768844221,15.2713567839196,6.35817123445103,0.000947100974556533,0.0146744869694108,0.0080550945586046,"ENSG00000107798/ENSG00000112299/ENSG00000156515",3,"C1"
"85","GO:2001233","regulation of apoptotic signaling pathway","4/21","459/21273",0.00871459694989107,8.82788671023965,5.32950661058272,0.000956542478834296,0.0146744869694108,0.0080550945586046,"ENSG00000173039/ENSG00000164104/ENSG00000112299/ENSG00000142208",4,"C1"
"86","GO:0060711","labyrinthine layer development","2/21","48/21273",0.0416666666666667,42.2083333333333,8.98453748603827,0.00101866629146487,0.015445823768258,0.00847849544915679,"ENSG00000086598/ENSG00000142208",2,"C1"
"87","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/21","49/21273",0.0408163265306122,41.3469387755102,8.8880996830956,0.00106138252828809,0.0159085381251456,0.00873248783104539,"ENSG00000112299/ENSG00000142208",2,"C1"
"88","GO:0006006","glucose metabolic process","3/21","211/21273",0.014218009478673,14.4028436018957,6.15038467009852,0.00112138550866908,0.0166168943557327,0.00912131753462889,"ENSG00000107798/ENSG00000142208/ENSG00000156515",3,"C1"
"89","GO:0001935","endothelial cell proliferation","3/21","215/21273",0.013953488372093,14.1348837209302,6.08486304303371,0.00118368780471118,0.0171186585274984,0.00939674507482962,"ENSG00000164104/ENSG00000107798/ENSG00000142208",3,"C1"
"90","GO:0014037","Schwann cell differentiation","2/21","52/21273",0.0384615384615385,38.9615384615385,8.61542011257709,0.0011946303113515,0.0171186585274984,0.00939674507482962,"ENSG00000173039/ENSG00000142208",2,"C1"
"91","GO:0140467","integrated stress response signaling","2/21","52/21273",0.0384615384615385,38.9615384615385,8.61542011257709,0.0011946303113515,0.0171186585274984,0.00939674507482962,"ENSG00000086598/ENSG00000142208",2,"C1"
"92","GO:0030098","lymphocyte differentiation","4/21","490/21273",0.00816326530612245,8.26938775510204,5.11747420465199,0.00121882840276131,0.0172755677956603,0.00948287544482486,"ENSG00000107798/ENSG00000112299/ENSG00000104312/ENSG00000196189",4,"C1"
"93","GO:0051960","regulation of nervous system development","4/21","495/21273",0.00808080808080808,8.18585858585859,5.0850274381547,0.00126542559436064,0.0177431717746912,0.00973955182982725,"ENSG00000173039/ENSG00000164104/ENSG00000142208/ENSG00000196189",4,"C1"
"94","GO:0051651","maintenance of location in cell","3/21","222/21273",0.0135135135135135,13.6891891891892,5.97431201059578,0.00129791304996473,0.0180050916718511,0.00988332445661831,"ENSG00000086598/ENSG00000142208/ENSG00000156515",3,"C1"
"95","GO:0033138","positive regulation of peptidyl-serine phosphorylation","2/21","55/21273",0.0363636363636364,36.8363636363636,8.36501960027038,0.00133549401559874,0.0181339666959078,0.0099540663167721,"ENSG00000142208/ENSG00000104312",2,"C1"
"96","GO:0032635","interleukin-6 production","3/21","225/21273",0.0133333333333333,13.5066666666667,5.92845219771187,0.00134892236925081,0.0181339666959078,0.0099540663167721,"ENSG00000173039/ENSG00000101916/ENSG00000104312",3,"C1"
"97","GO:0032675","regulation of interleukin-6 production","3/21","225/21273",0.0133333333333333,13.5066666666667,5.92845219771187,0.00134892236925081,0.0181339666959078,0.0099540663167721,"ENSG00000173039/ENSG00000101916/ENSG00000104312",3,"C1"
"98","GO:0031396","regulation of protein ubiquitination","3/21","226/21273",0.0132743362831858,13.4469026548673,5.9133599824718,0.0013662027832544,0.0181788615241198,0.009978709909914,"ENSG00000142208/ENSG00000104312/ENSG00000137055",3,"C1"
"99","GO:0045429","positive regulation of nitric oxide biosynthetic process","2/21","56/21273",0.0357142857142857,36.1785714285714,8.28598476363778,0.00138413376529759,0.0182314184843238,0.0100075593875849,"ENSG00000142208/ENSG00000163661",2,"C1"
"100","GO:0006984","ER-nucleus signaling pathway","2/21","57/21273",0.0350877192982456,35.5438596491228,8.20900350032368,0.00143361352483048,0.0185092280829598,0.0101600541624255,"ENSG00000086598/ENSG00000142208",2,"C1"
"101","GO:1904407","positive regulation of nitric oxide metabolic process","2/21","57/21273",0.0350877192982456,35.5438596491228,8.20900350032368,0.00143361352483048,0.0185092280829598,0.0101600541624255,"ENSG00000142208/ENSG00000163661",2,"C1"
"102","GO:2000321","positive regulation of T-helper 17 cell differentiation","1/2","18/21273",0.0555555555555556,590.916666666667,24.2784843016895,0.00169160978201566,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"103","GO:1900226","negative regulation of NLRP3 inflammasome complex assembly","1/2","23/21273",0.0434782608695652,462.45652173913,21.4704153103043,0.0021612472552992,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"104","GO:0141086","negative regulation of inflammasome-mediated signaling pathway","1/2","27/21273",0.037037037037037,393.944444444444,19.8106923056518,0.00253687767930044,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"105","GO:2000318","positive regulation of T-helper 17 type immune response","1/2","28/21273",0.0357142857142857,379.875,19.4523378366943,0.0026307742360473,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"106","GO:0032897","negative regulation of viral transcription","1/2","29/21273",0.0344827586206897,366.775862068966,19.1126585573173,0.00272466637309232,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"107","GO:0045624","positive regulation of T-helper cell differentiation","1/2","32/21273",0.03125,332.390625,18.1908475406235,0.00300631626601999,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"108","GO:0046782","regulation of viral transcription","1/2","33/21273",0.0303030303030303,322.318181818182,17.9118408074682,0.0031001907242596,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"109","GO:2000319","regulation of T-helper 17 cell differentiation","1/2","35/21273",0.0285714285714286,303.9,17.3900845475925,0.00328792638163444,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"110","GO:0019076","viral release from host cell","1/2","37/21273",0.027027027027027,287.472972972973,16.9111586960113,0.00347564436020398,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"111","GO:0035891","exit from host cell","1/2","37/21273",0.027027027027027,287.472972972973,16.9111586960113,0.00347564436020398,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"112","GO:0046597","host-mediated suppression of symbiont invasion","1/2","46/21273",0.0217391304347826,231.228260869565,15.1571812852813,0.00432015648854522,0.0251223312951494,NA,"ENSG00000204616",1,"C2"
"113","GO:0072539","T-helper 17 cell differentiation","1/2","47/21273",0.0212765957446809,226.308510638298,14.9940050220979,0.00441396907096503,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
"114","GO:2000316","regulation of T-helper 17 type immune response","1/2","48/21273",0.0208333333333333,221.59375,14.835943782677,0.00450777723368279,0.0251223312951494,NA,"ENSG00000167604",1,"C2"
